Nome;Classe;Codgio;TipodeAtivo;PaisSede;Status;SetorEconomatica;SetorNAICS
Vigor;ON;VGOR3;Acao;BR;cancelado;Alimentos e Beb;Industria de laticinios
Vigor;PN;VGOR4;Acao;BR;cancelado;Alimentos e Beb;Industria de laticinios
Vigor Food;ON;VIGR3;Acao;BR;ativo;Alimentos e Beb;Industria de laticinios
Vicunha Text;ON;VINE3;Acao;BR;cancelado;Textil;Tecelagens
Vicunha Text;PNA;VINE5;Acao;BR;cancelado;Textil;Tecelagens
Vicunha Text;PNB;VINE6;Acao;BR;cancelado;Textil;Tecelagens
Vivo;ON;VIVO3;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Vivo;PN;VIVO4;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Viver;ON;VIVR3;Acao;BR;ativo;Construcao;Construcao de edificios residenciais
Telef Brasil;ON;VIVT3;Acao;BR;ativo;Telecomunicacoes;Telecomunicacoes
Telef Brasil;PN;VIVT4;Acao;BR;ativo;Telecomunicacoes;Telecomunicacoes
Varig Serv;ON;VPSC3;Acao;BR;cancelado;Transporte Servic;Atividades auxiliares ao transporte aereo
Varig Serv;PN;VPSC4;Acao;BR;cancelado;Transporte Servic;Atividades auxiliares ao transporte aereo
Ivi;PN;VRLM4;Acao;BR;cancelado;Veiculos e pecas;Estaleiros
S Gobain Vidro;ON;VSMA3;Acao;BR;cancelado;Minerais nao Met;Industria de vidro e produtos de vidro
Votec;PN;VTEC4;Acao;BR;cancelado;Transporte Servic;Taxi aereo
Vulcabras;ON;VULC3;Acao;BR;ativo;Textil;Industria de calcados
Vulcabras;PN;VULC4;Acao;BR;cancelado;Textil;Industria de calcados
Viavarejo;UNT N2;VVAR11;Acao;BR;ativo;Comercio;Loja de departamentos
Viavarejo;ON;VVAR3;Acao;BR;ativo;Comercio;Loja de departamentos
Viavarejo;PN;VVAR4;Acao;BR;ativo;Comercio;Loja de departamentos
Weg;ON;WEGE3;Acao;BR;ativo;Maquinas Indust;Industria de motores, turbinas e transmissores de energia
Weg;PN;WEGE4;Acao;BR;cancelado;Maquinas Indust;Industria de motores, turbinas e transmissores de energia
Wentex;PN;WET4;Acao;BR;cancelado;Textil;Outras industrias de tecidos
White Martins;ON;WHMT3;Acao;BR;cancelado;Quimica;Industria quimica basica
Whirlpool;ON;WHRL3;Acao;BR;ativo;Eletroeletronicos;Industria de eletrodomesticos
Whirlpool;PN;WHRL4;Acao;BR;ativo;Eletroeletronicos;Industria de eletrodomesticos
Wiest;ON;WISA3;Acao;BR;cancelado;Veiculos e pecas;Industria de autopecas
Wiest;PN;WISA4;Acao;BR;cancelado;Veiculos e pecas;Industria de autopecas
Wembley;ON;WMBY3;Acao;BR;ativo;Textil;Industria de roupas de tecido
Wembley;PN;WMBY4;Acao;BR;cancelado;Textil;Industria de roupas de tecido
Zivi;PN;ZIVI4;Acao;BR;cancelado;Siderur & Metalur;Industria de ferramentas de metal nao motorizadas e cutelaria
Abril Educa;UNT N2;ABRE11;Acao;BR;ativo;Outros;Outros tipos de escolas
Anhanguera;UNT N2;AEDU11;Acao;BR;cancelado;Outros;Escola de ensino superior
Anhanguera;ON;AEDU3;Acao;BR;cancelado;Outros;Escola de ensino superior
Anhanguera;PN;AEDU4;Acao;BR;cancelado;Outros;Escola de ensino superior
SPturis;ON;AHEB3;Acao;BR;ativo;Outros;Outros servicos de apoio
SPturis;PNA;AHEB5;Acao;BR;ativo;Outros;Outros servicos de apoio
SPturis;PNB;AHEB6;Acao;BR;ativo;Outros;Outros servicos de apoio
Alef S/A;ON;ALEF3B;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Aliansce;ON;ALSC3;Acao;BR;ativo;Outros;Locadora de imoveis
Amil;ON;AMIL3;Acao;BR;cancelado;Outros;Outros servicos ambulatoriais de saude
Anima;ON;ANIM3;Acao;BR;ativo;Outros;Educacao
A P Participacoes;ON;APPA3;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
A P Participacoes;PN;APPA4;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Arthur Lange;ON;ARLA3;Acao;BR;cancelado;Outros;Manufatura de outros artigos de couro e afins
Arthur Lange;PN;ARLA4;Acao;BR;cancelado;Outros;Manufatura de outros artigos de couro e afins
Eldorado;ON;ASSM3;Acao;BR;cancelado;Outros;Hotel, motel ou similar
Eldorado;PN;ASSM4;Acao;BR;cancelado;Outros;Hotel, motel ou similar
Bahema;ON;BAHI3;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Bahema;PN;BAHI4;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Baumer;ON;BALM3;Acao;BR;ativo;Outros;Industria de equipamentos e materiais para uso medico
Baumer;PN;BALM4;Acao;BR;ativo;Outros;Industria de equipamentos e materiais para uso medico
BR Brokers;ON;BBRK3;Acao;BR;ativo;Outros;Atividades relacionadas a imoveis
Bergamo;ON;BERG3;Acao;BR;cancelado;Outros;Industria de produtos de madeira compensada e afins
Bergamo;PNA;BERG5;Acao;BR;cancelado;Outros;Industria de produtos de madeira compensada e afins
Brazilian Fr;ON;BFRE3;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
BHG;ON;BHGR3;Acao;BR;ativo;Outros;Outras industrias da recreacao
Biomm;ON;BIOM3;Acao;BR;ativo;Outros;Pesquisa cientifica
Biomm;PN;BIOM4;Acao;BR;cancelado;Outros;Pesquisa cientifica
Bradespar;ON;BRAP3;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Bradespar;PN;BRAP4;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Alfa Consorc;PNE;BRGE11;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Alfa Consorc;PNF;BRGE12;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Alfa Consorc;ON;BRGE3;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Alfa Consorc;PNA;BRGE5;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Alfa Consorc;PNB;BRGE6;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Alfa Consorc;PNC;BRGE7;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Alfa Consorc;PND;BRGE8;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
BR Malls Par;ON;BRML3;Acao;BR;ativo;Outros;Locadora de imoveis
BR Propert;ON;BRPR3;Acao;BR;ativo;Outros;Locadora de imoveis
Cabambiental;ON;CABB3;Acao;BR;ativo;Outros;Agua, esgoto e outros sistemas
Cabinda Part;ON;CABI3B;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Caconde Part;ON;CACO3B;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Caconde Part;PNA;CACO5B;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Caconde Part;PNB;CACO6B;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Caianda Part;ON;CAIA3B;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Caianda Part;PNB;CAIA6B;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Agpart;ON;CANT3B;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Agpart;PN;CANT4B;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Csu Cardsyst;ON;CARD3;Acao;BR;ativo;Outros;Servicos de apoio a empresas
Casan;ON;CASN3;Acao;BR;ativo;Outros;Agua, esgoto e outros sistemas
Casan;PN;CASN4;Acao;BR;ativo;Outros;Agua, esgoto e outros sistemas
Ban Armazens;ON;CBAG3;Acao;BR;cancelado;Outros;Servico de armazenamento
Corbetta;PN;CBTA4;Acao;BR;cancelado;Outros;Curtumes
Cyre Com-Ccp;ON;CCPR3;Acao;BR;ativo;Outros;Locadora de imoveis
Celm;ON;CELM3;Acao;BR;cancelado;Outros;Industria de equipamentos e materiais para uso medico
Cma Part;ON;CMMA3;Acao;BR;cancelado;Outros;TV a cabo
Cma Part;PN;CMMA4;Acao;BR;cancelado;Outros;TV a cabo
Cims;ON;CMSA3;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Cims;PN;CMSA4;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Coari Part;ON;COAR3;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Coari Part;PN;COAR4;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Cor Ribeiro;ON;CORR3;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Cor Ribeiro;PN;CORR4;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Souza Cruz;ON;CRUZ3;Acao;BR;ativo;Outros;Industria de fumo
Copasa;ON;CSMG3;Acao;BR;ativo;Outros;Agua, esgoto e outros sistemas
Contax;UNT N2;CTAX11;Acao;BR;ativo;Outros;Servicos de apoio a empresas
Contax;ON;CTAX3;Acao;BR;ativo;Outros;Servicos de apoio a empresas
Contax;PN;CTAX4;Acao;BR;ativo;Outros;Servicos de apoio a empresas
Blue Tree;ON;CTWR3;Acao;BR;cancelado;Outros;Hotel, motel ou similar
Ceval Part;ON;CVPT3;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Ceval Part;PN;CVPT4;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Dasa;ON;DASA3;Acao;BR;ativo;Outros;Laboratorio de exames medicos
D F Vasconc;ON;DFVA3;Acao;BR;cancelado;Outros;Outras outras industrias
D F Vasconc;PN;DFVA4;Acao;BR;cancelado;Outros;Outras outras industrias
Dijon;ON;DJON3;Acao;BR;cancelado;Outros;Outros servicos (exceto administracao publica)
Dijon;PN;DJON4;Acao;BR;cancelado;Outros;Outros servicos (exceto administracao publica)
Docas;ON;DOCA3;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Docas;PN;DOCA4;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Dtcom Direct;ON;DTCY3;Acao;BR;ativo;Outros;Outros tipos de escolas
Dtcom Direct;PN;DTCY4;Acao;BR;ativo;Outros;Outros tipos de escolas
Duratex;ON;DTEX3;Acao;BR;ativo;Outros;Industria de moveis e afins
Duratex-Old;ON;DURA3;Acao;BR;cancelado;Outros;Outras industria de artigos de madeira
Duratex-Old;PN;DURA4;Acao;BR;cancelado;Outros;Outras industria de artigos de madeira
Dixie Toga;ON;DXTG3;Acao;BR;cancelado;Outros;Industria de produtos de plastico
Dixie Toga;PN;DXTG4;Acao;BR;cancelado;Outros;Industria de produtos de plastico
Estacio Part;UNT N2;ESTC11;Acao;BR;cancelado;Outros;Escola de ensino superior
Estacio Part;ON;ESTC3;Acao;BR;ativo;Outros;Escola de ensino superior
Estacio Part;PN;ESTC4;Acao;BR;cancelado;Outros;Escola de ensino superior
Estrela;ON;ESTR3;Acao;BR;ativo;Outros;Outras outras industrias
Estrela;PN;ESTR4;Acao;BR;ativo;Outros;Outras outras industrias
Eletron;ON;ETRO3B;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Eucatex;ON;EUCA3;Acao;BR;ativo;Outros;Industria de produtos de madeira compensada e afins
Eucatex;PN;EUCA4;Acao;BR;ativo;Outros;Industria de produtos de madeira compensada e afins
Invest Bemge;ON;FIGE3;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Invest Bemge;PN;FIGE4;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Fleury;ON;FLRY3;Acao;BR;ativo;Outros;Laboratorio de exames medicos
Futuretel;ON;FTRT3B;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Glasslite;PN;GLAS4;Acao;BR;cancelado;Outros;Outras outras industrias
GPC Part;ON;GPCP3;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Grucai;ON;GRUC3;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Grucai;PNB;GRUC6;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Generalshopp;ON;GSHP3;Acao;BR;ativo;Outros;Locadora de imoveis
Habitasul;ON;HBTS3;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Habitasul;PNA;HBTS5;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Habitasul;PNB;HBTS6;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Hoteis Othon;ON;HOOT3;Acao;BR;ativo;Outros;Hotel, motel ou similar
Hoteis Othon;PN;HOOT4;Acao;BR;ativo;Outros;Hotel, motel ou similar
Harpia Part;ON;HPIA3;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Hypermarcas;ON;HYPE3;Acao;BR;ativo;Outros;Outras outras industrias
Ideiasnet;ON;IDNT3;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Iguatemi;ON;IGTA3;Acao;BR;ativo;Outros;Locadora de imoveis
Inepar;ON;INEP3;Acao;BR;ativo;Outros;Outras outras industrias
Inepar;PN;INEP4;Acao;BR;ativo;Outros;Outras outras industrias
Brampac;PN;ITPS4;Acao;BR;cancelado;Outros;Industria de produtos de plastico
Itausa;ON;ITSA3;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Itausa;PN;ITSA4;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Kroton;UNT N2;KROT11;Acao;BR;cancelado;Outros;Educacao
Kroton;ON;KROT3;Acao;BR;ativo;Outros;Educacao
Kroton;PN;KROT4;Acao;BR;cancelado;Outros;Educacao
Lark Maqs;ON;LARK3;Acao;BR;cancelado;Outros;Concerto e manutencao de equipamentos (exceto eletronicos e de precisao)
Lark Maqs;PN;LARK4;Acao;BR;cancelado;Outros;Concerto e manutencao de equipamentos (exceto eletronicos e de precisao)
Locamerica;ON;LCAM3;Acao;BR;ativo;Outros;Locadora de automoveis
Lopes Brasil;ON;LPSB3;Acao;BR;ativo;Outros;Atividades relacionadas a imoveis
Trevisa;ON;LUXM3;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Trevisa;PN;LUXM4;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Madeirit;PN;MADE4;Acao;BR;cancelado;Outros;Industria de produtos de madeira compensada e afins
Maori;ON;MAOR3B;Acao;BR;cancelado;Outros;Impressao e atividades auxiliares
Maori;PN;MAOR4B;Acao;BR;cancelado;Outros;Impressao e atividades auxiliares
Cemepe;ON;MAPT3;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Cemepe;PN;MAPT4;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Medial Saude;ON;MEDI3;Acao;BR;cancelado;Outros;Servicos ambulatoriais de saude
Mills;ON;MILS3;Acao;BR;ativo;Outros;Servicos de engenharia e arquitetura
Jereissati;ON;MLFT3;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Jereissati;PN;MLFT4;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Mont Aranha;ON;MOAR3;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Multiplus;ON;MPLU3;Acao;BR;ativo;Outros;Outros servicos de apoio
Multiplan;ON;MULT3;Acao;BR;ativo;Outros;Locadora de imoveis
Suzano Hold;ON;NEMO3;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Suzano Hold;PNA;NEMO5;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Net;ON;NETC3;Acao;BR;ativo;Outros;TV a cabo
Net;PN;NETC4;Acao;BR;ativo;Outros;TV a cabo
Odebrecht;PN;ODBE4;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Odontoprev;ON;ODPV3;Acao;BR;ativo;Outros;Consultorio odontologico
Gama Part;ON;OPGM3B;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Opport Energ;ON;OPHE3B;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Ret Part;ON;OPRE3B;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Sudeste;ON;OPSE3B;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Orion;PN;ORIO4;Acao;BR;cancelado;Outros;Industria de produtos de borracha
Belapart;ON;PBEL3B;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Belapart;PNA;PBEL5B;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Belapart;PNB;PBEL6B;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Par Al Bahia;ON;PEAB3;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Par Al Bahia;PN;PEAB4;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Pirelli Pneus;ON;PIPN3;Acao;BR;cancelado;Outros;Industria de produtos de borracha
Pirelli Pneus;PN;PIPN4;Acao;BR;cancelado;Outros;Industria de produtos de borracha
Polpar;ON;PPAR3;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Pq Hopi Hari;ON;PQTM3;Acao;BR;ativo;Outros;Parque de diversao
Pq Hopi Hari;PN;PQTM4;Acao;BR;ativo;Outros;Parque de diversao
Prumo;ON;PRML3;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Prompt;ON;PRPT3B;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Sauipe;ON;PSEG3;Acao;BR;ativo;Outros;Hotel, motel ou similar
Sauipe;PN;PSEG4;Acao;BR;ativo;Outros;Hotel, motel ou similar
Evora;ON;PTPA3;Acao;BR;ativo;Outros;Industria de produtos de plastico
Evora;PN;PTPA4;Acao;BR;ativo;Outros;Industria de produtos de plastico
Peve-Finasa;PN;PVFS4;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Souto Vidig;ON;PVLT3;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Peve Predios;PN;PVPR4;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Qualicorp;ON;QUAL3;Acao;BR;ativo;Outros;Outros servicos ambulatoriais de saude
521 Particip;ON;QVUM3B;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Rail Sul;ON;RASL3;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Rail Sul;PN;RASL4;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Real Cons Part;PNE;RCPR11;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Real Cons Part;PNF;RCPR12;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Real Cons Part;ON;RCPR3;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Localiza;ON;RENT3;Acao;BR;ativo;Outros;Locadora de automoveis
Real Holdings;ON;RHPR3;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Real Holdings;PN;RHPR4;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Alfa Holding;ON;RPAD3;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Alfa Holding;PNA;RPAD5;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Alfa Holding;PNB;RPAD6;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Realpar Part;ON;RPPR3;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Realpar Part;PNB;RPPR6;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Allis Part;ON;SAGP3B;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Allis Part;PN;SAGP4B;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Sanepar;ON;SAPR3;Acao;BR;ativo;Outros;Agua, esgoto e outros sistemas
Sanepar;PN;SAPR4;Acao;BR;ativo;Outros;Agua, esgoto e outros sistemas
Sabesp;ON;SBSP3;Acao;BR;ativo;Outros;Agua, esgoto e outros sistemas
Sao Carlos;ON;SCAR3;Acao;BR;ativo;Outros;Locadora de imoveis
Sao Carlos;PN;SCAR4;Acao;BR;cancelado;Outros;Locadora de imoveis
Seb;UNT N2;SEBB11;Acao;BR;cancelado;Outros;Educacao
Seb;ON;SEBB3;Acao;BR;cancelado;Outros;Educacao
Seb;PN;SEBB4;Acao;BR;cancelado;Outros;Educacao
Ser Educa;ON;SEER3;Acao;BR;ativo;Outros;Educacao
Time For Fun;ON;SHOW3;Acao;BR;ativo;Outros;Apresentacoes artisticas
Saraiva Livr;ON;SLED3;Acao;BR;ativo;Outros;Editoras de jornais, livros e base de dados
Saraiva Livr;PN;SLED4;Acao;BR;ativo;Outros;Editoras de jornais, livros e base de dados
Smiles;ON;SMLE3;Acao;BR;ativo;Outros;Outros servicos de apoio
Sansuy;ON;SNSY3;Acao;BR;ativo;Outros;Industria de produtos de plastico
Sansuy;PNA;SNSY5;Acao;BR;ativo;Outros;Industria de produtos de plastico
Sansuy;PNB;SNSY6;Acao;BR;ativo;Outros;Industria de produtos de plastico
Sondotecnica;ON;SOND3;Acao;BR;ativo;Outros;Consultoria administrativa, cientifica e tecnica
Sondotecnica;PNA;SOND5;Acao;BR;ativo;Outros;Consultoria administrativa, cientifica e tecnica
Sondotecnica;PNB;SOND6;Acao;BR;ativo;Outros;Consultoria administrativa, cientifica e tecnica
Longdis;ON;SPRT3B;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Itaitinga;PRB;SQRM11;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Itaitinga;ON;SQRM3;Acao;BR;ativo;Outros;Administracao de empresas e empreendimentos
Itaitinga;PN;SQRM4;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Sierrabrasil;ON;SSBR3;Acao;BR;ativo;Outros;Locadora de imoveis
Technos Rel;ON;TCHN3;Acao;BR;cancelado;Outros;Outras industrias
Technos Rel;PN;TCHN4;Acao;BR;cancelado;Outros;Outras industrias
Tecnosolo;ON;TCNO3;Acao;BR;ativo;Outros;Consultoria administrativa, cientifica e tecnica
Tecnosolo;PN;TCNO4;Acao;BR;ativo;Outros;Consultoria administrativa, cientifica e tecnica
Technos;ON;TECN3;Acao;BR;ativo;Outros;Outras industrias
Tempo Part;ON;TEMP3;Acao;BR;ativo;Outros;Servicos ambulatoriais de saude
Tectoy;ON;TOYB3;Acao;BR;ativo;Outros;Outras outras industrias
Tectoy;PN;TOYB4;Acao;BR;ativo;Outros;Outras outras industrias
Cbcc Contact Center;ON;TRIM3;Acao;BR;cancelado;Outros;Outros servicos de apoio
Trombini;PN;TRMB4;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Tivit;ON;TVIT3;Acao;BR;cancelado;Outros;Outros servicos de apoio
Unicasa;ON;UCAS3;Acao;BR;ativo;Outros;Industria de moveis e afins
V-Agro;ON;VAGR3;Acao;BR;ativo;Outros;Outras outras industrias
Araucaria;ON;VDNP3B;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Montreal;PN;VEMG4;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Valid;ON;VLID3;Acao;BR;ativo;Outros;Impressao e atividades auxiliares
Valetron;ON;VLTR3B;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Valetron;PNA;VLTR5B;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Valetron;PNB;VLTR6B;Acao;BR;cancelado;Outros;Administracao de empresas e empreendimentos
Varig Transp;ON;VPTA3;Acao;BR;cancelado;Outros;Servico de entrega
Varig Transp;PN;VPTA4;Acao;BR;cancelado;Outros;Servico de entrega
Vivax;UNT N2;VVAX11;Acao;BR;cancelado;Outros;TV a cabo
Vivax;ON;VVAX3;Acao;BR;cancelado;Outros;TV a cabo
Vivax;PN;VVAX4;Acao;BR;cancelado;Outros;TV a cabo
Abc Brasil;UNT N2;ABCB11;Acao;BR;cancelado;Financas e Seguros;Bancos
Abc Brasil;ON;ABCB3;Acao;BR;ativo;Financas e Seguros;Bancos
Abc Brasil;PN;ABCB4;Acao;BR;ativo;Financas e Seguros;Bancos
America do Sul;PNA;BASU5;Acao;BR;cancelado;Financas e Seguros;Bancos
Amazonia;ON;BAZA3;Acao;BR;ativo;Financas e Seguros;Bancos
Brasil;ON;BBAS3;Acao;BR;ativo;Financas e Seguros;Bancos
Brasil;PN;BBAS4;Acao;BR;cancelado;Financas e Seguros;Bancos
Bandeirantes;PN;BBCM4;Acao;BR;cancelado;Financas e Seguros;Bancos
Bradesco;ON;BBDC3;Acao;BR;ativo;Financas e Seguros;Bancos
Bradesco;PN;BBDC4;Acao;BR;ativo;Financas e Seguros;Bancos
BBSeguridade;ON;BBSE3;Acao;BR;ativo;Financas e Seguros;Seguradora
Boavista;PN;BBV4;Acao;BR;cancelado;Financas e Seguros;Bancos
Economico;ON;BCE3;Acao;BR;cancelado;Financas e Seguros;Bancos
Economico;PN;BCE4;Acao;BR;cancelado;Financas e Seguros;Bancos
BCN;PN;BCNA4;Acao;BR;cancelado;Financas e Seguros;Bancos
Banco Bec;ON;BECE3;Acao;BR;cancelado;Financas e Seguros;Bancos
Banco Bec;PN;BECE4;Acao;BR;cancelado;Financas e Seguros;Bancos
Banestes;ON;BEES3;Acao;BR;ativo;Financas e Seguros;Bancos
Banestes;PN;BEES4;Acao;BR;ativo;Financas e Seguros;Bancos
Bemge;ON;BEMG3;Acao;BR;cancelado;Financas e Seguros;Bancos
Bemge;PN;BEMG4;Acao;BR;cancelado;Financas e Seguros;Bancos
Banestado;PN;BEPA4;Acao;BR;cancelado;Financas e Seguros;Bancos
Banespa;ON;BESP3;Acao;BR;cancelado;Financas e Seguros;Bancos
Banespa;PN;BESP4;Acao;BR;cancelado;Financas e Seguros;Bancos
Betapart;ON;BETP3B;Acao;BR;cancelado;Financas e Seguros;Atividades relacionadas a intermediacao de credito
Francesbras;ON;BFB3;Acao;BR;cancelado;Financas e Seguros;Bancos
Sudameris;ON;BFIT3;Acao;BR;cancelado;Financas e Seguros;Bancos
Sudameris;PN;BFIT4;Acao;BR;cancelado;Financas e Seguros;Bancos
Banese;ON;BGIP3;Acao;BR;ativo;Financas e Seguros;Bancos
Banese;PN;BGIP4;Acao;BR;ativo;Financas e Seguros;Bancos
Bicbanco;UnN1;BICB11;Acao;BR;cancelado;Financas e Seguros;Bancos
Bicbanco;ON;BICB3;Acao;BR;ativo;Financas e Seguros;Bancos
Bicbanco;PN;BICB4;Acao;BR;ativo;Financas e Seguros;Bancos
Merc S Paulo;PN;BMCT4;Acao;BR;cancelado;Financas e Seguros;Bancos
Merc Brasil;ON;BMEB3;Acao;BR;ativo;Financas e Seguros;Bancos
Merc Brasil;PN;BMEB4;Acao;BR;ativo;Financas e Seguros;Bancos
BM&F;ON;BMEF3;Acao;BR;cancelado;Financas e Seguros;Bolsa de valores e commodities
Merc Invest;ON;BMIN3;Acao;BR;ativo;Financas e Seguros;Bancos
Merc Invest;PN;BMIN4;Acao;BR;ativo;Financas e Seguros;Bancos
Nacional;ON;BNAC3;Acao;BR;cancelado;Financas e Seguros;Bancos
Nacional;PN;BNAC4;Acao;BR;cancelado;Financas e Seguros;Bancos
Nord Brasil;ON;BNBR3;Acao;BR;ativo;Financas e Seguros;Bancos
Nord Brasil;PN;BNBR4;Acao;BR;ativo;Financas e Seguros;Bancos
Nossa Caixa;ON;BNCA3;Acao;BR;cancelado;Financas e Seguros;Bancos
Santander Noroeste;PN;BNET4;Acao;BR;cancelado;Financas e Seguros;Bancos
Banorte;ON;BNNE3;Acao;BR;cancelado;Financas e Seguros;Bancos
Bovespa Holding;ON;BOVH3;Acao;BR;cancelado;Financas e Seguros;Bolsa de valores e commodities
Btgp Banco;ON;BPAC3;Acao;BR;ativo;Financas e Seguros;Bancos
Btgp Banco;PNA;BPAC5;Acao;BR;ativo;Financas e Seguros;Bancos
Banpara;ON;BPAR3;Acao;BR;ativo;Financas e Seguros;Bancos
